Nome: BELO HORIZONTE
Codigo Estacao: 83587
Latitude: -19.93444444
Longitude: -43.95222222
Altitude: 915.47
Situacao: Operante
Data Inicial: 1991-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s);
2000-03-21;3,9;22,5;72,8;2,3;
2000-03-22;4,4;23,6;67,3;2,3;
2000-03-23;4,2;23,6;67,5;2,3;
2000-03-24;5,2;23,4;68,5;1,9;
2000-03-25;3,9;24,7;68,5;1,7;
2000-03-26;3,7;23,9;59,5;,6;
2000-03-27;4,9;23,9;66,5;2,3;
2000-03-28;4,5;23,8;65,5;1,7;
2000-03-29;4,6;23,7;60,8;1,6;
2000-03-30;5,4;22,9;62,5;2,9;
2000-03-31;4,8;22,7;66,5;2,1;
2000-04-01;4,7;23,5;62,5;1,5;
2000-04-02;4;23,1;70;1,6;
2000-04-03;3,9;21,5;65,3;1,4;
2000-04-04;4,4;20,5;61;1,3;
2000-04-05;4,9;21;63,8;2,6;
2000-04-06;4,6;22,1;63;1,6;
2000-04-07;4,9;22,1;64,5;1,5;
2000-04-08;4;22,3;66,3;1,4;
2000-04-09;4;22,8;69,5;2,1;
2000-04-10;4;22,6;71;1,5;
2000-04-11;3,9;23;69,8;1,4;
2000-04-12;2,6;24,1;59,8;1,4;
2000-04-13;4,7;22,5;75,8;1,3;
2000-04-14;3,2;24;69,5;1,2;
2000-04-15;3,3;23,7;66;1,3;
2000-04-16;4,1;22,5;74,3;1,4;
2000-04-17;3,2;22,5;69;1,9;
2000-04-18;3,4;21,4;81,8;1;
2000-04-19;2;22,6;86;1,1;
2000-04-20;1,6;21,9;90;1,1;
2000-04-21;2;21;47;1,7;
2000-04-22;5,5;20,2;56;1,1;
2000-04-23;5,6;20,4;58,3;1,5;
2000-04-24;5,2;20,9;56,8;1,7;
2000-04-25;4,9;19,8;58;1,3;
2000-04-26;5;19,8;58,5;1,1;
2000-04-27;5,1;20,4;57,8;1,8;
2000-04-28;5,2;21;67,8;1,9;
2000-04-29;4,7;21,9;59;1,5;
2000-04-30;5,4;21;70,3;2,5;
2000-05-01;4,4;21,2;67,5;2;
2000-05-02;4,4;21;71,3;2,6;
2000-05-03;4,4;22,1;66;1,7;
2000-05-04;4,1;21,9;56,8;2;
2000-05-05;5;21,6;62,8;1,5;
2000-05-06;3,5;22,3;60,8;1,4;
2000-05-07;4,2;23,6;58,3;,9;
2000-05-08;4,5;22,4;72;1,8;
2000-05-09;2,8;23,7;58;1,2;
2000-05-10;4,2;21,3;58;1,5;
2000-05-11;4,8;18;57,3;1,9;
2000-05-12;4,7;17,7;55;2;
2000-05-13;4,9;18,3;57,8;1,7;
2000-05-14;7,7;18,3;62;2,4;
2000-05-15;3,7;19,5;59,3;1,3;
2000-05-16;3,3;20,7;59;1,5;
2000-05-17;4,6;21,7;53,8;1,4;
2000-05-18;5;20,6;57;2,1;
2000-05-19;5,1;18,6;47;1,7;
2000-05-20;5,3;19,3;57,5;1,7;
2000-05-21;4;18,2;71,3;1,6;
2000-05-22;3,3;17,6;69;2,4;
2000-05-23;3,6;18,6;64;1,9;
2000-05-24;3,7;17,4;57,3;1,7;
2000-05-25;4,5;18,4;54,5;1;
2000-05-26;4,3;19,8;53;1,5;
2000-05-27;3,7;21,8;49;1;
2000-05-28;5,2;20,3;67,3;,5;
2000-05-29;3,3;20,3;68,8;,8;
2000-05-30;2,9;21,3;56,5;2,3;
2000-05-31;4,4;21,1;52,5;,8;
2000-06-01;5,6;22,6;55,3;2,1;
2000-06-02;4,3;21,3;68,3;1,7;
2000-06-03;4;19,8;68,5;2,5;
2000-06-04;3,3;18,2;60,8;1,7;
2000-06-05;4;16,4;61,8;2,5;
2000-06-06;4,7;17,6;60;1,6;
2000-06-07;3,9;17,8;64;2,3;
2000-06-08;3,3;19,3;64,8;1,5;
2000-06-09;6,6;19,8;58,5;1,2;
2000-06-10;4,3;19,6;44,8;1,8;
2000-06-11;4,7;19,1;57,5;1,1;
2000-06-12;3,8;19,8;60,3;,7;
2000-06-13;4;20,6;61,5;1;
2000-06-14;3,3;20,2;62,3;3,1;
2000-06-15;4;19,5;62,5;1,8;
2000-06-16;3,8;19,2;64,3;1,7;
2000-06-17;3,7;19,5;60,8;1,9;
2000-06-18;4;19,6;62,8;1,5;
2000-06-19;3,7;20,5;58;1,4;
2000-06-20;3,9;21;59;,9;
2000-06-21;4,1;20,6;57,5;1,6;
2000-06-22;4,3;18,7;39;1,2;
2000-06-23;6,3;18,1;56;1,6;
2000-06-24;4,9;18,4;53,5;1,2;
2000-06-25;4,3;18,4;45;,7;
2000-06-26;5;20,1;46;,8;
2000-06-27;7,1;19,5;43,3;,8;
2000-06-28;8;19,3;50,8;2;
2000-06-29;7;null;null;2,2;
2000-06-30;4,3;20,4;54,3;1;
2000-07-01;5,2;20,8;48,3;1,6;
2000-07-02;5,5;19,2;63;1,6;
2000-07-03;3,6;18,9;56;1,2;
2000-07-04;4,7;18,5;57,3;2,1;
2000-07-05;4,3;18,4;60,5;1,3;
2000-07-06;4,2;18,3;65,3;1,4;
2000-07-07;4,4;19,2;59,3;2,4;
2000-07-08;5,1;19;64,5;2,9;
2000-07-09;4,1;19,4;59,8;1,8;
2000-07-10;4,6;19,8;67,3;1,9;
2000-07-11;3,3;20,3;67,5;1,7;
2000-07-12;3,4;21,2;63;1,2;
2000-07-13;3,9;19,1;66,5;1,5;
2000-07-14;3,5;17,6;71,8;1,6;
2000-07-15;3,6;19,1;64,8;1,5;
2000-07-16;3,5;16,5;72,8;2;
2000-07-17;2,5;12,8;45;1,2;
2000-07-18;4,6;15;53,3;1,1;
2000-07-19;4,2;17,7;49,3;1,5;
2000-07-20;4,4;18,4;49,3;,9;
2000-07-21;4,8;18,5;68,5;,9;
2000-07-22;3,5;20,5;64,5;,8;
2000-07-23;3,6;20,7;63;1,1;
2000-07-24;3,5;20,6;63;1,3;
2000-07-25;4;18,8;74,5;1,3;
2000-07-26;2,5;18,3;77;1,5;
2000-07-27;2,3;18,5;61,3;1,6;
2000-07-28;4,3;16,9;62,3;1,4;
2000-07-29;4,2;16,1;56,3;1,8;
2000-07-30;4,6;17,5;48,8;1,4;
2000-07-31;5;18,7;43,3;1,8;
2000-08-01;6,2;18;61,8;2,3;
2000-08-02;4,8;18,9;66;1,6;
2000-08-03;3,8;20;60,5;1,6;
2000-08-04;3,7;19,2;65,3;2;
2000-08-05;4,2;16;59,3;2,5;
2000-08-06;4,3;17,8;50,5;1,2;
2000-08-07;4,5;19,9;34,5;,5;
2000-08-08;6,5;21,8;38,5;,8;
2000-08-09;7,9;21,7;50,8;1,1;
2000-08-10;5,4;23,3;46,8;1,7;
2000-08-11;5,6;22,1;63;,7;
2000-08-12;4,9;17,2;58,3;1,2;
2000-08-13;4,6;15,7;53,5;,5;
2000-08-14;5,1;17,3;54,3;,3;
2000-08-15;5,3;19;49;,4;
2000-08-16;4,2;21,7;46;1;
2000-08-17;6,8;19;60,3;1,6;
2000-08-18;4,8;20,5;57,5;,5;
2000-08-19;4,4;20,9;51,5;1,5;
2000-08-20;6,5;20,1;56,3;2;
2000-08-21;4,8;20,4;51,8;1,6;
2000-08-22;6,2;20,3;53;1,8;
2000-08-23;5,3;21,4;51,5;,8;
2000-08-24;5,2;22,5;45;1,1;
2000-08-25;5,8;24,2;46,3;,7;
2000-08-26;7,7;25,2;45,5;,7;
2000-08-27;6,7;25,9;45,8;1,1;
2000-08-28;7,1;22;72,8;,9;
2000-08-29;3,2;18,1;87,8;1,6;
2000-08-30;1,1;19,4;70,3;1,5;
2000-08-31;4,2;20,6;68,3;2,6;
2000-09-01;3,8;22,4;61,5;,3;
2000-09-02;4,3;19,3;87;,9;
2000-09-03;1,1;18;92,3;,4;
2000-09-04;1,7;16,3;73;2,4;
2000-09-05;3,5;17,6;69;1,9;
2000-09-06;3,7;16,1;84,3;2,4;
2000-09-07;1,7;17;77;2,2;
2000-09-08;2,7;18,1;63,5;1,5;
2000-09-09;5,5;16,2;87;1,2;
2000-09-10;1,2;19,4;89,5;1,6;
2000-09-11;3,8;20,7;59;1,6;
2000-09-12;4,7;20,2;65,5;2,8;
2000-09-13;4,3;20,7;69,5;1,7;
2000-09-14;3;22,3;60,3;2,3;
2000-09-15;4,2;22,5;61,8;1,7;
2000-09-16;5;22,7;62,5;2,1;
2000-09-17;4,9;22,5;67,3;1,8;
2000-09-18;3,7;21,9;65;1,5;
2000-09-19;4,7;22,3;58;2;
2000-09-20;4,9;21,5;54,3;2,5;
2000-09-21;7,3;21,9;52,3;3;
2000-09-22;5,6;23,6;48,5;1,5;
2000-09-23;7,5;23;49,8;2,3;
2000-09-24;7,5;23,4;46,3;,5;
2000-09-25;6,3;23,8;51,5;1,8;
2000-09-26;6,4;17,2;74;4,1;
2000-09-27;2,4;16,1;75,3;1,4;
2000-09-28;2,6;17,8;68,8;2,2;
2000-09-29;3,9;20,8;58;1,7;
2000-09-30;5,8;21,7;53;2,2;
2000-10-01;6,4;20,5;70,5;1,1;
2000-10-02;4;22,8;56,5;,4;
2000-10-03;4,4;25,4;48,3;,8;
2000-10-04;5,7;27,4;43,8;1,4;
2000-10-05;7,5;26,7;49,3;1,4;
2000-10-06;6,1;24,3;63,5;1,5;
2000-10-07;5;23,4;72,3;1,2;
2000-10-08;3,7;23,7;61;3,1;
2000-10-09;5,7;22,8;59,5;2;
2000-10-10;5,7;24;49,5;3,2;
2000-10-11;5,5;24,9;42,5;1,3;
2000-10-12;8,7;26,3;42,5;1,9;
2000-10-13;8,3;26,8;37,3;1,5;
2000-10-14;10;26,4;33;2,8;
2000-10-15;10,4;25,7;48,3;1,5;
2000-10-16;8,4;23,2;56,8;2,6;
2000-10-17;6,2;23,9;50,8;2,6;
2000-10-18;7,3;25,4;51,3;2;
2000-10-19;7,5;26;48,8;1,2;
2000-10-20;7,6;25,9;51,8;2,1;
2000-10-21;7,8;27,2;48,5;1,2;
2000-10-22;7,5;23,5;67,5;1,2;
2000-10-23;7,2;25,8;50;1,7;
2000-10-24;7,4;26,1;44,3;2;
2000-10-25;9,4;25,3;46,3;1,6;
2000-10-26;7,6;24,7;44,5;2,3;
2000-10-27;8,3;25,1;41,8;1,8;
2000-10-28;7,7;26,9;43,8;1,7;
2000-10-29;6,5;19,2;87,3;1,9;
2000-10-30;2;17,1;81,8;1,8;
2000-10-31;2,1;19,5;76;1,5;
2000-11-01;3;21;65,3;1,4;
2000-11-02;4,6;23;57,5;1,6;
2000-11-03;6,6;25;57,3;,9;
2000-11-04;5,2;22,3;74;1;
2000-11-05;2,2;19,6;80,5;1,6;
2000-11-06;1,6;19,1;84,8;2,2;
2000-11-07;1,7;18,5;84;2;
2000-11-08;1,4;19,3;77,8;1,6;
2000-11-09;3,1;21,1;63,5;1,7;
2000-11-10;5;23,5;57,5;1,6;
2000-11-11;5,3;24;66;1;
2000-11-12;4;22,2;83,3;0;
2000-11-13;1,9;22,2;88,3;,9;
2000-11-14;1;21,3;88,8;1,5;
2000-11-15;1,4;19,7;83;,9;
2000-11-16;2,2;18,9;82,3;2,4;
2000-11-17;1,6;18,2;95,5;,5;
2000-11-18;1,3;20,7;74;1,9;
2000-11-19;3,4;20,6;74,8;,9;
2000-11-20;2,1;22,5;63,5;1,2;
2000-11-21;4,4;23,9;66,3;1,1;
2000-11-22;4,9;23,4;70,8;1,2;
2000-11-23;4,2;24,3;54,3;2,8;
2000-11-24;6,7;25;48,8;1;
2000-11-25;7,8;24,6;61,5;2,3;
2000-11-26;4;22,5;75;,9;
2000-11-27;2,4;20,3;86,5;1,3;
2000-11-28;1,4;20,7;81,3;1;
2000-11-29;2;21,5;80;,5;
2000-11-30;2,5;23,2;76,3;1,4;
2000-12-01;3;21,3;89,5;,2;
2000-12-02;2,2;23,8;70,5;1,7;
2000-12-03;8,6;24,2;70,5;1,1;
2000-12-04;3,6;23,7;76,5;1,1;
2000-12-05;2,7;24,3;73,3;1,2;
2000-12-06;2,4;22,7;82,8;1,3;
2000-12-07;3,6;22,2;75,5;1,7;
2000-12-08;4,1;23,5;63,3;1,9;
2000-12-09;5;24,6;59,8;,6;
2000-12-10;4;21,8;78;,3;
2000-12-11;3;24,2;59,5;2,1;
2000-12-12;6,2;24,7;61,5;2,2;
2000-12-13;5,8;24,8;62,5;1,4;
2000-12-14;6,4;24,3;61,5;2,5;
2000-12-15;5,9;23,5;66;2,2;
2000-12-16;5;24;66;1,4;
2000-12-17;4,7;22,9;88,5;1,3;
2000-12-18;1,3;20,6;80;1,2;
2000-12-19;2,8;22,3;66,8;1,6;
2000-12-20;4,1;24,4;58,5;2,3;
2000-12-21;5,8;24,7;62,5;,6;
2000-12-22;4,8;25;67,3;1,5;
2000-12-23;4,2;24,8;66,8;1,1;
2000-12-24;4,5;27,3;50,5;,6;
2000-12-25;4,8;25,5;61,5;2,3;
2000-12-26;5,8;24,9;62;1,9;
2000-12-27;5;24,2;73,5;,6;
2000-12-28;3,1;23,8;64,8;1,7;
2000-12-29;2,4;22,7;81;1,5;
2000-12-30;1,9;22,4;87,8;,7;
2000-12-31;1,7;21,7;91;,4;
2001-01-01;,9;20,9;93,3;,3;
2001-01-02;,5;21,1;92,8;,8;
2001-01-03;5,9;21,1;87,5;,3;
2001-01-04;1,5;23,3;73,8;,6;
2001-01-05;3,7;23,9;49,8;,8;
2001-01-06;6,2;24,9;55,5;1,1;
2001-01-07;5,7;25,7;57,3;1;
2001-01-08;6,2;24,9;67;1,7;
2001-01-09;4,5;21,3;77;1,1;
2001-01-10;3,5;24;61;2,4;
2001-01-11;5,1;24,7;58,8;2,2;
2001-01-12;5,8;25;57,8;1,9;
2001-01-13;6,8;23,7;61;1,6;
2001-01-14;7;23,4;53,8;2,2;
2001-01-15;7,1;23,1;51,5;1,5;
2001-01-16;6,3;23,8;54,5;1,5;
2001-01-17;7,2;24,5;52,5;1,5;
2001-01-18;6,7;23,9;62,3;2,3;
2001-01-19;5,8;24,6;55,5;1,5;
2001-01-20;5,7;23;72;,7;
2001-01-21;3;21,9;77,8;,7;
2001-01-22;2,6;21,4;84,5;1,2;
2001-01-23;2,7;23,2;83;,9;
2001-01-24;null;24,4;71,5;1,7;
2001-01-25;4,5;24,5;59,3;2;
2001-01-26;5,5;24,1;60,3;1,1;
2001-01-27;5,3;25,8;59,3;,6;
2001-01-28;3,8;24,7;70,5;,7;
2001-01-29;3,2;23,5;74,5;1,2;
2001-01-30;3,5;25,3;67,3;1,2;
2001-01-31;5,4;25,7;65;,8;
2001-02-01;4,2;26,8;62,3;1;
2001-02-02;4,7;25,7;65,5;1,8;
2001-02-03;5;27;57,8;1,2;
2001-02-04;5,6;28,2;44,8;1,1;
2001-02-05;7,9;27,8;53,3;1,6;
2001-02-06;6,1;26,2;57;1,6;
2001-02-07;5,8;24,3;70,3;1,3;
2001-02-08;3,2;24,9;65;1,1;
2001-02-09;4,9;26,6;60;1,6;
2001-02-10;5,8;27,1;49,8;1,2;
2001-02-11;6,9;26,8;47,8;1,1;
2001-02-12;6,7;24,2;76;,5;
2001-02-13;5;24,3;67,8;1,6;
2001-02-14;3,9;25;58,3;2,1;
2001-02-15;5,6;25,2;60,3;,8;
2001-02-16;5,8;26,3;60,3;,5;
2001-02-17;6,4;25,7;55,3;2,5;
2001-02-18;7,4;25,5;48,8;2,4;
2001-02-19;7,5;25,3;52;1,9;
2001-02-20;6,5;25,6;53,3;1,1;
2001-02-21;6,2;25,5;53,3;1,5;
2001-02-22;7,9;25,5;52,8;2,5;
2001-02-23;6,5;24,8;61;1,5;
2001-02-24;5,3;25,3;57;,9;
2001-02-25;6,9;25,1;54,3;1,9;
2001-02-26;6,6;25,2;54,5;2;
2001-02-27;6,1;24,7;56;2,2;
2001-02-28;5,5;23,5;60;1;
2001-03-01;4,7;23,5;60,8;1,5;
2001-03-02;5,3;23;62;1,1;
2001-03-03;4,5;22,1;72,3;1,6;
2001-03-04;3,7;24,4;59;1,8;
2001-03-05;4,9;22;72,3;,9;
2001-03-06;4,3;23,1;78;,9;
2001-03-07;3,6;25,4;62,3;,3;
2001-03-08;5,9;25,8;58,5;1,5;
2001-03-09;4,2;22,6;81;1;
2001-03-10;2,4;22,4;78,8;,7;
2001-03-11;1,8;21,5;86;1,5;
2001-03-12;1,7;21,4;84,3;1,6;
2001-03-13;2,3;23,3;68,5;1,8;
2001-03-14;4,6;23,6;66;1,9;
2001-03-15;4,6;23,6;65,5;1,4;
2001-03-16;5,6;23,9;58;2,2;
2001-03-17;5,6;25,4;53;,8;
2001-03-18;5,4;26,1;54,8;1,4;
2001-03-19;5,9;25,4;60,8;,9;
2001-03-20;4,6;25,1;58;1,3;
2001-03-21;5,9;24,8;60,8;1,8;
2001-03-22;7,1;24,4;54,5;2,3;
2001-03-23;6,9;25,2;56,3;2,5;
2001-03-24;6,4;25,8;52;1,7;
2001-03-25;6,3;25,7;50;1,9;
2001-03-26;6,6;25,6;59,8;1,5;
2001-03-27;5,3;25,3;61;1,7;
2001-03-28;4,5;24,6;66,8;1,8;
2001-03-29;4,9;24,2;69,8;1,5;
2001-03-30;3,3;24,3;63;1,8;
2001-03-31;5,6;23,8;61;1,7;
2001-04-01;5,4;24,2;54,8;1,4;
2001-04-02;6,5;24,5;52;2;
2001-04-03;7;25,2;56,8;1,3;
2001-04-04;5,2;24,2;62,8;2;
2001-04-05;5,6;24,4;62,5;2,3;
2001-04-06;5,7;24,7;57;1,4;
2001-04-07;5,5;25,1;53,8;1,5;
2001-04-08;6,3;23,6;76,8;,9;
2001-04-09;3,1;24,2;62,5;1,4;
2001-04-10;4,8;25,5;62;,6;
2001-04-11;4,6;25,7;59,8;1,4;
2001-04-12;6;24,3;64,8;1,6;
2001-04-13;4,8;21,7;59,3;1,7;
2001-04-14;4,9;21,4;63,3;2,4;
2001-04-15;7,1;21,1;69,8;1,7;
2001-04-16;1;21,1;65,5;2;
2001-04-17;4,2;22;62,3;1,7;
2001-04-18;5,2;22;56;1,3;
2001-04-19;5,3;23;51,3;1,7;
2001-04-20;5;23,8;55;,4;
2001-04-21;4,7;23,5;61,8;1,1;
2001-04-22;5,6;24,8;51,8;1,7;
2001-04-23;6,1;24,4;55,8;2,3;
2001-04-24;6;23,7;55,8;2,2;
2001-04-25;6,1;23,3;51,5;1,2;
2001-04-26;6,9;23,3;54,8;2,2;
2001-04-27;5,4;23,3;51;1,2;
2001-04-28;5,8;22,7;59,8;1,6;
2001-04-29;5,3;23;55,3;1,4;
2001-04-30;5,8;22,5;52,3;2,6;
2001-05-01;7;23,1;59;3;
2001-05-02;5,7;23,6;69,5;1,8;
2001-05-03;5,8;23,4;56,5;1,7;
2001-05-04;5,4;24,2;54;1;
2001-05-05;5,4;23;62;2,2;
2001-05-06;5,6;20,3;32;1,3;
2001-05-07;7,1;20,1;38,8;,4;
2001-05-08;6,2;20,4;48;,9;
2001-05-09;6,1;22,2;42,8;,7;
2001-05-10;6,6;22,4;48;,5;
2001-05-11;,6;23,4;47,5;,4;
2001-05-12;6,5;24,5;51,8;,7;
2001-05-13;6,5;20,8;73,3;1,7;
2001-05-14;3,2;20,6;71,8;,9;
2001-05-15;3,3;19,7;73;1,7;
2001-05-16;3,4;19,4;82,8;1,1;
2001-05-17;2,4;18,8;82;2,1;
2001-05-18;2;18,3;56,3;1,2;
2001-05-19;5,2;19;51,3;1,1;
2001-05-20;5,1;18,4;58,5;1,5;
2001-05-21;4;17,8;67,3;1,6;
2001-05-22;3,3;19,1;61,5;1,5;
2001-05-23;3,7;20;65,5;1,1;
2001-05-24;3,7;19,2;68;2,6;
2001-05-25;3,3;19,4;74,8;1,8;
2001-05-26;3,4;20,8;68,8;1,8;
2001-05-27;4,2;20,9;76;1,7;
2001-05-28;2,6;21,8;71,5;,7;
2001-05-29;2,9;23,2;58,5;,8;
2001-05-30;4,3;23,1;52;,6;
2001-05-31;4,6;21,7;66,3;1,8;
2001-06-01;5,5;21,4;61,3;1,7;
2001-06-02;4,9;20,1;66,5;1,7;
2001-06-03;4,3;21,1;69,8;2,1;
2001-06-04;3,7;20,7;68,8;1,9;
2001-06-05;3,8;20,1;66,3;1,5;
2001-06-06;3,2;20,9;69,3;,8;
2001-06-07;4,6;21,6;60,5;1;
2001-06-08;4,3;20,3;60;1,6;
2001-06-09;5,7;20;60;1,6;
2001-06-10;4,5;20,3;58;1,6;
2001-06-11;4,8;19,2;58;1,9;
2001-06-12;6,9;19,2;61,3;2,8;
2001-06-13;4,9;19,5;60,3;1,1;
2001-06-14;3,9;20,1;56;,9;
2001-06-15;3,9;20,1;61;1;
2001-06-16;3,9;20,5;53,8;,9;
2001-06-17;4,9;20,8;54,8;1,2;
2001-06-18;4,3;21,6;53,8;,9;
2001-06-19;5;19,5;70,8;1,6;
2001-06-20;3,4;20,4;62,8;,9;
2001-06-21;4;19,3;60,5;1,2;
2001-06-22;3;18,7;72,5;2,2;
2001-06-23;4,4;19,7;68;1,2;
2001-06-24;3,6;19,6;64;2,5;
2001-06-25;4,4;19;63;2,1;
2001-06-26;4;19,1;58;1,5;
2001-06-27;4,4;20;58,8;1,3;
2001-06-28;5,5;19,1;61,8;1,7;
2001-06-29;4,6;19,3;53,5;1,1;
2001-06-30;4,5;18,9;54,3;,6;
2001-07-01;5,3;19;51,3;1,2;
2001-07-02;3,4;18,6;53;1;
2001-07-03;4,2;19,1;54,3;1,1;
2001-07-04;5,4;19;51;1;
2001-07-05;5,1;20,1;47,3;,7;
2001-07-06;5,6;19;55;1,5;
2001-07-07;3,7;18,3;63,5;1,5;
2001-07-08;6;18,8;57,5;,7;
2001-07-09;4,4;19,5;60,3;1,7;
2001-07-10;4,7;19,6;52,5;1,2;
2001-07-11;4,2;19,8;54,3;1,2;
2001-07-12;4,6;21,8;49,3;,6;
2001-07-13;5;18,1;68,8;1,8;
2001-07-14;4,6;17,4;66;3;
2001-07-15;4,8;18,3;58;1,3;
2001-07-16;5,5;18,5;54,5;1,9;
2001-07-17;2,5;19,6;51;1,2;
2001-07-18;4,5;19,7;70;1,2;
2001-07-19;3,3;20,2;71,3;,9;
2001-07-20;2,9;21,8;58,3;1,1;
2001-07-21;4,8;23,2;51,3;,5;
2001-07-22;5,8;24,1;48,8;,7;
2001-07-23;5,8;19,9;72;2,6;
2001-07-24;3,7;18,7;75;1,5;
2001-07-25;2,8;20,1;66,5;1,7;
2001-07-26;4,2;21,1;56,5;1,6;
2001-07-27;4,6;21,9;52;1,1;
2001-07-28;5,2;22,5;48,5;1,4;
2001-07-29;5,1;17,9;69,3;1,9;
2001-07-30;3,8;17,9;66;1,9;
2001-07-31;5;19,6;52,5;2,2;
2001-08-01;5;19,9;46,3;1,2;
2001-08-02;6;20,4;51,8;1,7;
2001-08-03;5,8;20,8;58,5;2,2;
2001-08-04;4,9;20,1;49,3;1,4;
2001-08-05;5,5;20,1;49,3;1,9;
2001-08-06;6;19,8;50;2,1;
2001-08-07;5,4;19,2;49,5;2,1;
2001-08-08;5,7;17,7;53,5;1,3;
2001-08-09;5,3;null;null;3,1;
2001-08-10;6,6;19,8;52,5;1,1;
2001-08-11;5,7;19,6;56,3;2,1;
2001-08-12;5,8;19;53;2,1;
2001-08-13;5,9;18,5;50,5;1,5;
2001-08-14;5,6;18,5;51,5;1,8;
2001-08-15;5,6;18,8;53,3;1,4;
2001-08-16;5,2;17,9;51,8;1,9;
2001-08-17;5,3;18,9;51,5;2,1;
2001-08-18;5,7;18,6;69,3;3;
2001-08-19;5,2;20,1;51,8;1,8;
2001-08-20;6,3;18,9;59,3;2;
2001-08-21;5,5;20,5;49,8;1,3;
2001-08-22;5,5;21,5;50,3;1,8;
2001-08-23;7,1;21;70,3;1,5;
2001-08-24;4,6;18,7;73,3;1;
2001-08-25;2,1;20,3;65;,3;
2001-08-26;4,1;22,1;56,3;1,2;
2001-08-27;5,1;20,5;70,3;1,2;
2001-08-28;2,4;21,3;62,3;1,9;
2001-08-29;5,2;20,8;62,5;2,8;
2001-08-30;5,4;20,4;55,8;2,1;
2001-08-31;4,5;21;57,8;1,4;
2001-09-01;5,3;20,6;55,8;2,7;
